fullId,source,id,category,datasets,wnsynset,wnsynsetkey,otf,up,front,nfaces,nvertices,nmeshes,nmaterials,minPoint,maxPoint,aligned.minPoint,aligned.maxPoint,aligned.dims,index,variantIds,baseVariantId,isCornerPiece,setIds,componentIds
p5d.s__2332,p5d,s__2332,bench_chair,SUNCG,n03891251,park_bench.n.01,0,,,2320,2665,1,1,"-0.695, 0.0, -0.235","0.695, 1.07, 0.235","-69.5, 0.0, -23.5","69.5, 107.00001, 23.5","139.0, 107.00001, 47.0",1790,,,,,
p5d.s__2333,p5d,s__2333,bench_chair,SUNCG,n03891251,park_bench.n.01,0,,,1836,1784,3,3,"-0.75, 0.0, -0.295","0.75, 1.1, 0.295","-75.0, 0.0, -29.499998","75.0, 110.0, 29.499998","150.0, 110.0, 58.999996",1791,,,,,
p5d.s__2334,p5d,s__2334,toy,SUNCG,n03964744,plaything.n.01,160,,,1246,1291,8,8,"-0.22, 0.0, -0.09500001","0.22, 0.44, 0.095","-22.0, 0.0, -9.5","22.0, 44.0, 9.5","44.0, 44.0, 19.0",1792,,,,,
p5d.s__2335,p5d,s__2335,"household_appliance,surveillance_camera",SUNCG,n02942699,camera.n.01,250,,,1820,1525,6,6,"-0.05, 0.0, -0.145","0.05, 0.198664, 0.145","-5.0, 0.0, -14.5","5.0, 19.8664, 14.5","10.0, 19.8664, 29.0",1793,,,,,
p5d.s__2336,p5d,s__2336,"household_appliance,lawn_mower",SUNCG,n03649909,lawn_mower.n.01,0,,,9145,8067,8,8,"-0.25, -1.1920929E-7, -0.65","0.25, 1.06321, 0.65","-25.0, -7.6293945E-6, -65.0","25.0, 106.321, 65.0","50.0, 106.32101, 130.0",1794,,,,,
p5d.s__2337,p5d,s__2337,safe,SUNCG,n04125021,safe.n.01,0,,,1774,1615,5,5,"-0.18, 0.0, -0.23","0.18, 0.49, 0.23","-18.0, 0.0, -23.0","18.0, 49.0, 23.0","36.0, 49.0, 46.0",1795,,,,,
p5d.s__2338,p5d,s__2338,mailbox,SUNCG,n03710193,mailbox.n.01,0,,,1467,1372,3,3,"-0.1, 0.0, -0.43","0.1, 1.26265, 0.43","-10.0, 0.0, -43.0","10.0, 126.265, 43.0","20.0, 126.265, 86.0",1796,,,,,
p5d.s__2339,p5d,s__2339,"kitchen_cabinet,wine_rack",SUNCG,n02933112,cabinet.n.01,0,,,6324,4420,4,4,"-0.24, 0.0, -0.16","0.24, 0.926257, 0.16","-24.0, 0.0, -16.0","24.0, 92.6257, 16.0","48.0, 92.6257, 32.0",1797,,,,,
p5d.s__2340,p5d,s__2340,"chair,stool",SUNCG,n04326896,stool.n.01,0,,,3032,2438,4,4,"-0.25, 0.0, -0.23","0.25, 1.01572, 0.23","-25.0, 0.0, -23.0","25.0, 101.572, 23.0","50.0, 101.572, 46.0",1798,,,,,
p5d.s__2341,p5d,s__2341,"chair,stool",SUNCG,n04326896,stool.n.01,0,,,3006,2495,3,3,"-0.21, 0.0, -0.21","0.21, 0.758505, 0.21","-21.0, 0.0, -21.0","21.0, 75.8505, 21.0","42.0, 75.8505, 42.0",1799,,,,,
p5d.s__2342,p5d,s__2342,partition,SUNCG,n03894379,partition.n.01,0,,,7328,6844,3,3,"-0.82, 0.0, -0.125","0.82, 1.8, 0.125","-82.0, 0.0, -12.5","82.0, 180.0, 12.5","164.0, 180.0, 25.0",1800,,,,,
p5d.s__2343,p5d,s__2343,partition,SUNCG,n03894379,partition.n.01,0,,,5200,6476,2,2,"-0.735104, 0.0, -0.11","0.735105, 1.61801, 0.11","-73.5105, 0.0, -11.0","73.51041, 161.80101, 11.0","147.0209, 161.80101, 22.0",1801,,,,,
p5d.s__2344,p5d,s__2344,dresser,SUNCG,n03015254,chest_of_drawers.n.01,0,,,11186,10650,2,2,"-0.46, 0.0, -0.18","0.46, 0.46, 0.18","-46.0, 0.0, -18.0","46.0, 46.0, 18.0","92.0, 46.0, 36.0",1802,,,,,
p5d.s__2345,p5d,s__2345,safe,SUNCG,n04125021,safe.n.01,0,,,3572,3234,2,2,"-0.215, -9.95189E-4, -0.175","0.215, 0.152033, 0.175","-21.5, -0.099518776, -17.5","21.5, 15.2033, 17.5","43.0, 15.302819, 35.0",1803,,,,,
p5d.s__2346,p5d,s__2346,"chair,stool",SUNCG,n04326896,stool.n.01,0,,,2456,1896,4,4,"-0.19, 0.0, -0.25","0.19, 0.900628, 0.25","-19.0, 0.0, -25.0","19.0, 90.0628, 25.0","38.0, 90.0628, 50.0",1804,,,,,
p5d.s__2347,p5d,s__2347,"bed,double_bed",SUNCG,n03225988,double_bed.n.01,0,,,11798,9195,3,3,"-0.865, 0.0, -1.195","0.865, 1.55, 1.195","-86.5, 0.0, -119.50001","86.5, 155.0, 119.50001","173.0, 155.0, 239.00002",1805,,,,,
p5d.s__2348,p5d,s__2348,outdoor_spring,SUNCG,n03388043,fountain.n.01,0,,,3897,3088,2,2,"-0.23, 0.0, -0.14","0.23, 0.840423, 0.14","-23.0, 0.0, -14.0","23.0, 84.0423, 14.0","46.0, 84.0423, 28.0",1806,,,,,
p5d.s__2349,p5d,s__2349,outdoor_spring,SUNCG,n03388043,fountain.n.01,0,,,4436,4170,3,3,"-0.77, 0.0, -0.77","0.77, 1.6228, 0.77","-77.0, 0.0, -77.0","77.0, 162.28, 77.0","154.0, 162.28, 154.0",1807,,,,,
p5d.s__2350,p5d,s__2350,"table,coffee_table",SUNCG,n03063968,coffee_table.n.01,0,,,2208,1988,2,2,"-0.325, 0.0, -0.13","0.325, 0.570152, 0.13","-32.5, 0.0, -13.0","32.5, 57.015198, 13.0","65.0, 57.015198, 26.0",1808,,,,,
p5d.s__2351,p5d,s__2351,"shelving,bookshelf",SUNCG,n02871439,bookshelf.n.01,0,,,1240,1308,4,3,"-0.165, 0.0, -0.175","0.165, 2.306, 0.175","-16.5, 0.0, -17.5","16.5, 230.6, 17.5","33.0, 230.6, 35.0",1809,,,,,
p5d.s__2352,p5d,s__2352,wardrobe_cabinet,SUNCG,n02933112,cabinet.n.01,0,,,3654,2890,4,3,"-0.4, 0.0, -0.17499998","0.4, 1.026, 0.17499998","-40.0, 0.0, -17.5","40.0, 102.600006, 17.5","80.0, 102.600006, 35.0",1810,,,,,
p5d.s__2353,p5d,s__2353,wardrobe_cabinet,SUNCG,n02933112,cabinet.n.01,0,,,15972,14206,4,4,"-0.77, 0.0, -0.24","0.77, 2.22624, 0.24","-77.0, 0.0, -24.0","77.0, 222.624, 24.0","154.0, 222.624, 48.0",1811,,,,63,
p5d.s__2354,p5d,s__2354,wardrobe_cabinet,SUNCG,n02933112,cabinet.n.01,0,,,1592,1619,5,4,"-0.2, 0.0, -0.17500001","0.2, 2.306, 0.17500001","-20.0, 0.0, -17.5","20.0, 230.6, 17.5","40.0, 230.6, 35.0",1812,,,,,
p5d.s__2355,p5d,s__2355,wardrobe_cabinet,SUNCG,n02933112,cabinet.n.01,0,,,1330,1516,4,3,"-0.3, 0.0, -0.175","0.3, 2.306, 0.175","-30.000002, 0.0, -17.5","30.000002, 230.6, 17.5","60.000004, 230.6, 35.0",1813,,,,49,
p5d.s__2356,p5d,s__2356,wardrobe_cabinet,SUNCG,n02933112,cabinet.n.01,0,,,1330,1516,4,3,"-0.3, 0.0, -0.175","0.3, 2.306, 0.175","-30.000002, 0.0, -17.5","30.000002, 230.6, 17.5","60.000004, 230.6, 35.0",1814,,,,49,
p5d.s__2357,p5d,s__2357,clock,SUNCG,n03046257,clock.n.01,65,,,1462,1532,5,5,"-0.12, 0.0, -0.035","0.12, 0.165, 0.035","-12.0, 0.0, -3.5","12.0, 16.5, 3.5","24.0, 16.5, 7.0",1815,,,,,
p5d.s__2358,p5d,s__2358,fence,SUNCG,n03327234,fence.n.01,0,,,7084,6716,1,1,"-0.929999, 0.0, -0.455","0.929999, 2.17108, 0.455","-92.9999, 0.0, -45.5","92.9999, 217.10802, 45.5","185.9998, 217.10802, 91.0",1816,,,,,
p5d.s__2359,p5d,s__2359,outdoor_cover,SUNCG,,,0,,,6252,5821,2,2,"-1.5, 0.0, -1.5","1.5, 2.66581, 1.5","-150.0, 0.0, -150.0","150.0, 266.58102, 150.0","300.0, 266.58102, 300.0",1817,,,,,
p5d.s__2360,p5d,s__2360,grill,SUNCG,n03459591,grill.n.02,0,,,7593,6517,9,9,"-0.665, -1.3828278E-4, -0.3","0.665, 1.13761, 0.3","-66.5, -0.013824463, -30.0","66.5, 113.760994, 30.0","133.0, 113.77482, 60.0",1818,,,,,
p5d.s__2361,p5d,s__2361,grill,SUNCG,n03459591,grill.n.02,0,,,5226,4098,6,6,"-0.649999, -1.3828278E-4, -0.355","0.649999, 1.20275, 0.355","-64.9999, -0.013824463, -35.5","64.9999, 120.274994, 35.5","129.9998, 120.28882, 71.0",1819,,,,,
p5d.s__2362,p5d,s__2362,fence,SUNCG,n03327234,fence.n.01,0,,,6060,5647,2,2,"-0.69, 0.0, -0.23","0.69, 1.98214, 0.23","-69.0, 0.0, -23.0","69.0, 198.21399, 23.0","138.0, 198.21399, 46.0",1820,,,,,
p5d.s__2363,p5d,s__2363,toy,SUNCG,n03964744,plaything.n.01,0,,,1748,1752,2,2,"-0.33, -2.6631355E-4, -0.33","0.33, 0.892724, 0.33","-33.0, -0.026634216, -33.0","33.0, 89.2724, 33.0","66.0, 89.299034, 66.0",1821,,,,,
p5d.s__2364,p5d,s__2364,clock,SUNCG,n03046257,clock.n.01,180,,,898,956,2,2,"-0.15, 0.0, -0.025","0.15, 0.3, 0.025","-15.000001, 0.0, -2.5","15.000001, 30.000002, 2.5","30.000002, 30.000002, 5.0",1822,,,,,
p5d.s__2365,p5d,s__2365,clock,SUNCG,n03046257,clock.n.01,180,,,795,807,2,2,"-0.16, 0.0, -0.035","0.16, 0.32, 0.035","-16.0, 0.0, -3.5","16.0, 32.0, 3.5","32.0, 32.0, 7.0",1823,,,,,
p5d.s__2366,p5d,s__2366,clock,SUNCG,n03046257,clock.n.01,180,,,486,452,5,5,"-0.2, 0.0, -0.03","0.2, 0.4, 0.03","-20.0, 0.0, -3.0","20.0, 40.0, 3.0","40.0, 40.0, 6.0",1824,,,,,
p5d.s__2367,p5d,s__2367,clock,SUNCG,n03046257,clock.n.01,45,,,2303,1647,8,8,"-0.07, -4.157424E-6, -0.04","0.07, 0.184944, 0.04","-7.0, -4.15802E-4, -4.0","7.0, 18.4944, 4.0","14.0, 18.494816, 8.0",1825,,,,,
p5d.s__2368,p5d,s__2368,"indoor_lamp,chandelier",SUNCG,n03005285,chandelier.n.01,268,,,244,248,3,3,"-0.04, -1.8626451E-9, -0.04","0.04, 0.02, 0.04","-4.0, 0.0, -4.0","4.0, 2.0, 4.0","8.0, 2.0, 8.0",1826,,,,,
p5d.s__2369,p5d,s__2369,"indoor_lamp,chandelier",SUNCG,n03005285,chandelier.n.01,263,,,678,557,3,3,"-0.04, 0.0, -0.04","0.04, 0.068, 0.04","-4.0, 0.0, -4.0","4.0, 6.8, 4.0","8.0, 6.8, 8.0",1827,,,,,
p5d.s__2370,p5d,s__2370,"indoor_lamp,chandelier",SUNCG,n03005285,chandelier.n.01,199,,,3616,2444,3,3,"-0.13, 0.0, -0.13","0.13, 0.711935, 0.13","-13.0, 0.0, -13.0","13.0, 71.1935, 13.0","26.0, 71.1935, 26.0",1828,,,,,
p5d.s__2371,p5d,s__2371,"indoor_lamp,chandelier",SUNCG,n03005285,chandelier.n.01,220,,,6538,6911,4,4,"-0.14, 0.0, -0.14","0.14, 0.50336, 0.14","-14.0, 0.0, -14.0","14.0, 50.336, 14.0","28.0, 50.336, 28.0",1829,,,,,
p5d.s__2372,p5d,s__2372,"indoor_lamp,chandelier",SUNCG,n03005285,chandelier.n.01,177,,,2912,2354,2,2,"-0.18, 1.3709068E-6, -0.18","0.18, 0.933415, 0.18","-18.0, 1.373291E-4, -18.0","18.0, 93.3415, 18.0","36.0, 93.34136, 36.0",1830,,,,,
p5d.s__2373,p5d,s__2373,"indoor_lamp,table_lamp",SUNCG,n04380533,table_lamp.n.01,45,,,2716,2189,2,2,"-0.1, 0.0, -0.1","0.1, 0.31788, 0.0999999","-10.0, 0.0, -9.999989","10.0, 31.788, 10.0","20.0, 31.788, 19.999989",1831,,,,,
p5d.s__2374,p5d,s__2374,"indoor_lamp,floor_lamp",SUNCG,n03367059,floor_lamp.n.01,0,,,2896,2345,2,2,"-0.355, -3.5762787E-7, -0.31","0.355, 1.54958, 0.31","-35.5, -4.5776367E-5, -31.0","35.5, 154.958, 31.0","71.0, 154.95804, 62.0",1832,,,,,
p5d.s__2375,p5d,s__2375,cart,SUNCG,n03484083,handcart.n.01,0,,,12280,10606,3,3,"-0.815, 0.0, -0.29","0.815, 0.97, 0.29","-81.5, 0.0, -29.0","81.5, 97.0, 29.0","163.0, 97.0, 58.0",1833,,,,,
p5d.s__2376,p5d,s__2376,cart,SUNCG,n03484083,handcart.n.01,0,,,10248,9392,3,3,"-0.60986, 0.0, -0.255","0.60986, 0.961961, 0.255","-60.986, 0.0, -25.5","60.986, 96.1961, 25.5","121.972, 96.1961, 51.0",1834,,,,,
p5d.s__2377,p5d,s__2377,cart,SUNCG,n03484083,handcart.n.01,0,,,4704,4634,3,3,"-0.305, 5.9604645E-8, -0.51","0.305, 0.921803, 0.51","-30.5, 7.6293945E-6, -51.0","30.5, 92.1803, 51.0","61.0, 92.18029, 102.0",1835,,,,,
p5d.s__2378,p5d,s__2378,cart,SUNCG,n03484083,handcart.n.01,0,,,10268,9890,4,4,"-0.43, 0.0, -0.205","0.43, 0.863527, 0.205","-43.0, 0.0, -20.5","43.0, 86.3527, 20.5","86.0, 86.3527, 41.0",1836,,,,,
p5d.s__2379,p5d,s__2379,cart,SUNCG,n03484083,handcart.n.01,0,,,3374,3233,2,2,"-0.21, 0.0, -0.22","0.21, 0.8285, 0.22","-21.0, 0.0, -22.0","21.0, 82.85, 22.0","42.0, 82.85, 44.0",1837,,,,,
p5d.s__2380,p5d,s__2380,cart,SUNCG,n03484083,handcart.n.01,0,,,2340,2208,3,3,"-0.255, 0.0, -0.24","0.255, 0.89, 0.24","-25.5, 0.0, -24.0","25.5, 89.0, 24.0","51.0, 89.0, 48.0",1838,,,,,
p5d.s__2381,p5d,s__2381,cart,SUNCG,n03484083,handcart.n.01,0,,,2890,2514,3,3,"-0.195, -1.129508E-4, -0.45500004","0.195, 0.8, 0.45500004","-19.5, -0.011299133, -45.5","19.5, 80.0, 45.5","39.0, 80.0113, 91.0",1839,,,,,
p5d.s__2382,p5d,s__2382,cart,SUNCG,n03484083,handcart.n.01,0,,,6438,5200,3,3,"-0.265, 0.0, -0.40999997","0.265, 0.87, 0.40999997","-26.499998, 0.0, -41.0","26.499998, 87.0, 41.0","52.999996, 87.0, 82.0",1840,,,,,
p5d.s__2383,p5d,s__2383,cart,SUNCG,n03484083,handcart.n.01,0,,,12780,8234,3,3,"-0.2, 0.0, -0.325","0.2, 0.795467, 0.325","-20.0, 0.0, -32.5","20.0, 79.5467, 32.5","40.0, 79.5467, 65.0",1841,,,,,
p5d.s__2384,p5d,s__2384,cart,SUNCG,n03484083,handcart.n.01,0,,,5462,5177,2,2,"-0.24, 0.0, -0.44","0.24, 0.72977, 0.44","-24.0, 0.0, -44.0","24.0, 72.977, 44.0","48.0, 72.977, 88.0",1842,,,,,
p5d.s__2385,p5d,s__2385,cart,SUNCG,n03484083,handcart.n.01,0,,,5008,3400,3,3,"-0.21, -8.6426735E-5, -0.34499997","0.21, 0.808042, 0.34499997","-21.0, -0.008644104, -34.5","21.0, 80.8042, 34.5","42.0, 80.81284, 69.0",1843,,,,,
p5d.s__2386,p5d,s__2386,cart,SUNCG,n03484083,handcart.n.01,0,,,5592,4680,3,3,"-0.20999998, 2.0760298E-4, -0.45","0.20999998, 0.909888, 0.45","-21.0, 0.020759583, -45.0","21.0, 90.9888, 45.0","42.0, 90.96804, 90.0",1844,,,,,
p5d.s__2387,p5d,s__2387,cart,SUNCG,n03484083,handcart.n.01,0,,,4464,2764,3,3,"-0.22, -2.2858381E-4, -0.22","0.22, 0.785481, 0.22","-22.0, -0.022857666, -22.0","22.0, 78.548096, 22.0","44.0, 78.57095, 44.0",1845,,,,,
p5d.s__2388,p5d,s__2388,shelving,SUNCG,n04190052,shelf.n.01,0,,,4072,4024,2,2,"-0.46, 0.0, -0.29","0.46, 1.69, 0.29","-46.0, 0.0, -29.0","46.0, 169.0, 29.0","92.0, 169.0, 58.0",1846,,,,,
p5d.s__2389,p5d,s__2389,shelving,SUNCG,n04190052,shelf.n.01,0,,,1334,1270,1,1,"-0.6, 0.0, -0.18","0.6, 1.8, 0.18","-60.000004, 0.0, -18.0","60.000004, 180.0, 18.0","120.00001, 180.0, 36.0",1847,,,,,
p5d.s__2390,p5d,s__2390,shelving,SUNCG,n04190052,shelf.n.01,0,,,1566,1574,3,3,"-1.15, 0.0, -0.195","1.15, 1.93, 0.195","-115.0, 0.0, -19.5","115.0, 193.0, 19.5","230.0, 193.0, 39.0",1848,,,,,
p5d.s__2391,p5d,s__2391,shelving,SUNCG,n04190052,shelf.n.01,0,,,834,1094,2,2,"-0.315, 0.0, -0.19","0.315, 2.04243, 0.19","-31.5, 0.0, -19.0","31.5, 204.243, 19.0","63.0, 204.243, 38.0",1849,,,,,
p5d.s__2392,p5d,s__2392,shelving,SUNCG,n04190052,shelf.n.01,0,,,4344,3806,2,2,"-0.81, 0.0, -0.155","0.81, 2.37, 0.155","-81.0, 0.0, -15.5","81.0, 236.99998, 15.5","162.0, 236.99998, 31.0",1850,,,,,
p5d.s__2393,p5d,s__2393,shelving,SUNCG,n04190052,shelf.n.01,0,,,3741,3698,1,1,"-0.559853, 0.0, -0.280001","0.559853, 2.7, 0.28","-55.985302, 0.0, -28.0","55.985302, 270.0, 28.0001","111.970604, 270.0, 56.0001",1851,,,,,
p5d.s__2394,p5d,s__2394,shelving,SUNCG,n04190052,shelf.n.01,0,,,3252,3050,2,2,"-0.255, 0.0075526237, -0.195","0.255, 1.67, 0.195","-25.5, 0.7552643, -19.5","25.5, 167.0, 19.5","51.0, 166.24474, 39.0",1852,,,,,
p5d.s__2395,p5d,s__2395,shelving,SUNCG,n04190052,shelf.n.01,0,,,1833,1597,2,2,"-0.355, 0.0, -0.125","0.355, 2.13, 0.125","-35.5, 0.0, -12.5","35.5, 213.00002, 12.5","71.0, 213.00002, 25.0",1853,,,,,
p5d.s__2396,p5d,s__2396,shelving,SUNCG,n04190052,shelf.n.01,0,,,4300,3884,3,3,"-0.545, 0.0, -0.18","0.545, 2.44, 0.18","-54.5, 0.0, -18.0","54.5, 244.0, 18.0","109.0, 244.0, 36.0",1854,,,,,
p5d.s__2397,p5d,s__2397,shelving,SUNCG,n04190052,shelf.n.01,0,,,2304,2008,1,1,"-0.76, 0.0, -0.2","0.76, 1.2702, 0.2","-76.0, 0.0, -20.0","76.0, 127.020004, 20.0","152.0, 127.020004, 40.0",1855,,,,97,
p5d.s__2398,p5d,s__2398,shelving,SUNCG,n04190052,shelf.n.01,0,,,2688,2402,1,1,"-0.65, 0.0, -0.15","0.65, 1.72, 0.15","-65.0, 0.0, -15.000001","65.0, 172.0, 15.000001","130.0, 172.0, 30.000002",1856,,,,,
p5d.s__2399,p5d,s__2399,shelving,SUNCG,n04190052,shelf.n.01,0,,,844,832,1,1,"-0.6, 0.0, -0.17","0.6, 1.5, 0.17","-60.000004, 0.0, -17.0","60.000004, 150.0, 17.0","120.00001, 150.0, 34.0",1857,,,,97,
p5d.s__2400,p5d,s__2400,shelving,SUNCG,n04190052,shelf.n.01,0,,,2756,2652,1,1,"-0.45, 0.0, -0.145","0.45, 1.27, 0.145","-45.0, 0.0, -14.5","45.0, 127.0, 14.5","90.0, 127.0, 29.0",1858,,,,,
p5d.s__2401,p5d,s__2401,shelving,SUNCG,n04190052,shelf.n.01,0,,,1224,1156,2,2,"-0.6, 0.0, -0.18","0.6, 1.5, 0.18","-60.000004, 0.0, -18.0","60.000004, 150.0, 18.0","120.00001, 150.0, 36.0",1859,,,,97,
p5d.s__2402,p5d,s__2402,shelving,SUNCG,n04190052,shelf.n.01,0,,,2698,2586,2,2,"-0.32, 0.0, -0.21","0.32, 1.83, 0.21","-32.0, 0.0, -21.0","32.0, 183.0, 21.0","64.0, 183.0, 42.0",1860,,,,97,
p5d.s__2403,p5d,s__2403,shelving,SUNCG,n04190052,shelf.n.01,0,,,8328,8604,2,2,"-0.805, 0.0, -0.23","0.805, 1.57247, 0.23","-80.5, 0.0, -23.0","80.5, 157.247, 23.0","161.0, 157.247, 46.0",1861,,,,,
p5d.s__2404,p5d,s__2404,wardrobe_cabinet,SUNCG,n02933112,cabinet.n.01,0,,,1876,1811,2,2,"-0.38, 0.0, -0.195","0.38, 1.78, 0.195","-38.0, 0.0, -19.5","38.0, 178.0, 19.5","76.0, 178.0, 39.0",1862,,,,,
p5d.s__2405,p5d,s__2405,shelving,SUNCG,n04190052,shelf.n.01,0,,,1845,1920,1,1,"-0.28, 0.0, -0.165","0.28, 2.08839, 0.165","-28.0, 0.0, -16.5","28.0, 208.839, 16.5","56.0, 208.839, 33.0",1863,,,,,
p5d.s__2406,p5d,s__2406,shelving,SUNCG,n04190052,shelf.n.01,0,,,2121,2157,1,1,"-0.24, 0.0, -0.205","0.24, 1.52, 0.205","-24.0, 0.0, -20.5","24.0, 152.0, 20.5","48.0, 152.0, 41.0",1864,,,,,
p5d.s__2407,p5d,s__2407,"stand,nightstand",SUNCG,n03015254,chest_of_drawers.n.01,0,,,1753,1782,2,2,"-0.28, 0.0, -0.18","0.28, 0.79, 0.18","-28.0, 0.0, -18.0","28.0, 79.0, 18.0","56.0, 79.0, 36.0",1865,,,,,
p5d.s__2408,p5d,s__2408,sofa,SUNCG,n04256520,sofa.n.01,0,,,6084,4567,2,2,"-1.055, 0.0, -0.405","1.055, 0.796104, 0.405","-105.49999, 0.0, -40.5","105.49999, 79.610405, 40.5","210.99998, 79.610405, 81.0",1866,,,,,
p5d.s__2409,p5d,s__2409,sofa,SUNCG,n04256520,sofa.n.01,0,,,10010,6702,2,2,"-1.08, 0.0, -0.44","1.08, 0.716875, 0.44","-108.00001, 0.0, -44.0","108.00001, 71.6875, 44.0","216.00002, 71.6875, 88.0",1867,,,,,
p5d.s__2410,p5d,s__2410,sofa,SUNCG,n04256520,sofa.n.01,0,,,3010,2000,7,7,"-0.93999994, 0.0, -0.425","0.939999, 0.86, 0.425","-93.99991, 0.0, -42.5","94.0, 86.0, 42.5","187.99991, 86.0, 85.0",1868,,,,,
p5d.s__2411,p5d,s__2411,sofa,SUNCG,n04256520,sofa.n.01,0,,,5998,3915,4,4,"-1.28, -7.112622E-4, -0.83","1.28, 0.792786, 0.83","-128.0, -0.071128845, -83.0","128.0, 79.2786, 83.0","256.0, 79.34973, 166.0",1869,,,,,
p5d.s__2412,p5d,s__2412,"sofa,chaisse_lounge",SUNCG,n04256520,sofa.n.01,0,,,4374,2929,3,3,"-0.815, 0.0, -0.44","0.815, 0.974621, 0.44","-81.5, 0.0, -44.0","81.5, 97.4621, 44.0","163.0, 97.4621, 88.0",1870,,,,,
p5d.s__2413,p5d,s__2413,"chair,armchair",SUNCG,n02738535,armchair.n.01,0,,,2232,1410,2,2,"-0.46, 0.0, -0.49997503","0.46, 0.902178, 0.500025","-46.0, 0.0, -50.002502","46.0, 90.2178, 49.997498","92.0, 90.2178, 100.0",1871,,,,,
p5d.s__2414,p5d,s__2414,"chair,armchair",SUNCG,n02738535,armchair.n.01,0,,,3946,2725,2,2,"-0.345, 0.0, -0.43","0.345, 0.94774, 0.43","-34.5, 0.0, -43.0","34.5, 94.774, 43.0","69.0, 94.774, 86.0",1872,,,,,
p5d.s__2415,p5d,s__2415,"chair,armchair,sofa_chair",SUNCG,n03262932,easy_chair.n.01,0,,,3940,2815,2,2,"-0.4, 0.0, -0.425","0.4, 0.838851, 0.425","-40.0, 0.0, -42.5","40.0, 83.8851, 42.5","80.0, 83.8851, 85.0",1873,,,,,
p5d.s__2416,p5d,s__2416,"chair,armchair,sofa_chair",SUNCG,n03262932,easy_chair.n.01,0,,,3848,3270,2,2,"-0.405, 0.0, -0.40500003","0.405, 0.681888, 0.40499997","-40.5, 0.0, -40.5","40.5, 68.1888, 40.5","81.0, 68.1888, 81.0",1874,,,,,
p5d.s__2417,p5d,s__2417,ottoman,SUNCG,n03380724,footstool.n.01,0,,,3460,2986,3,3,"-0.465, 0.0, -0.245","0.465, 0.56902, 0.245","-46.5, 0.0, -24.5","46.5, 56.901997, 24.5","93.0, 56.901997, 49.0",1875,,,,,
p5d.s__2418,p5d,s__2418,ottoman,SUNCG,n03380724,footstool.n.01,0,,,6046,5246,3,3,"-0.305, 0.0, -0.215009","0.305, 0.51, 0.21500799","-30.5, 0.0, -21.500801","30.5, 51.0, 21.5009","61.0, 51.0, 43.0017",1876,,,,,
p5d.s__2419,p5d,s__2419,bench_chair,SUNCG,n02828884,bench.n.01,0,,,3128,2812,2,2,"-0.380001, -5.3226948E-5, -0.205","0.380001, 0.527656, 0.205","-38.0001, -0.005317688, -20.5","38.0001, 52.765602, 20.5","76.0002, 52.77092, 41.0",1877,,,,,
p5d.s__2420,p5d,s__2420,ottoman,SUNCG,n03380724,footstool.n.01,0,,,6012,6118,3,3,"-0.355, 0.0010079145, -0.23","0.355, 0.482813, 0.23","-35.5, 0.10079193, -23.0","35.5, 48.2813, 23.0","71.0, 48.180508, 46.0",1878,,,,,
p5d.s__2421,p5d,s__2421,ottoman,SUNCG,n02788386,banquette.n.01,0,,,2946,2107,3,3,"-0.66, 0.0, -0.29","0.66, 0.57, 0.29","-66.0, 0.0, -29.0","66.0, 57.0, 29.0","132.0, 57.0, 58.0",1879,,,,,
p5d.s__2422,p5d,s__2422,ottoman,SUNCG,n03380724,footstool.n.01,0,,,2988,3164,1,1,"-0.33, 0.0, -0.19","0.33, 0.48, 0.19","-33.0, 0.0, -19.0","33.0, 48.0, 19.0","66.0, 48.0, 38.0",1880,,,,,
p5d.s__2423,p5d,s__2423,ottoman,SUNCG,n03380724,footstool.n.01,0,,,2516,2076,3,3,"-0.284999, -5.9604645E-8, -0.26","0.284999, 0.482271, 0.258511","-28.4999, -3.8146973E-6, -25.8511","28.4999, 48.2271, 26.0","56.9998, 48.227104, 51.8511",1881,,,,131,
p5d.s__2424,p5d,s__2424,chair,SUNCG,n03001627,chair.n.01,0,,,4654,3604,3,3,"-0.284999, 0.0, -0.46","0.284999, 0.93569, 0.46","-28.4999, 0.0, -46.0","28.4999, 93.569, 46.0","56.9998, 93.569, 92.0",1882,,,,131,
p5d.s__2425,p5d,s__2425,"sofa,chaisse_lounge",SUNCG,n04256520,sofa.n.01,0,,,2290,1708,3,3,"-0.915, 0.0, -0.375","0.915, 0.74, 0.375","-91.5, 0.0, -37.5","91.5, 74.0, 37.5","183.0, 74.0, 75.0",1883,,,,,
p5d.s__2426,p5d,s__2426,"chair,lounge_chair",SUNCG,n04062428,recliner.n.01,0,,,4182,3042,2,2,"-0.36023402, 0.0, -0.913272","0.360016, 0.678424, 0.9150001","-36.001595, 0.0, -91.5","36.0234, 67.8424, 91.32721","72.024994, 67.8424, 182.82721",1884,,,,,
p5d.s__2427,p5d,s__2427,sofa,SUNCG,n04256520,sofa.n.01,0,,,6566,8008,2,2,"-1.06, 5.9604645E-8, -0.560001","1.06, 0.77, 0.560001","-105.99999, 0.0, -56.000103","105.99999, 77.0, 56.000103","211.99998, 77.0, 112.000206",1885,,,,,
p5d.s__2428,p5d,s__2428,storage_bench,SUNCG,n02828884,bench.n.01,0,,,4015,3954,3,3,"-0.405, 0.0, -0.235","0.405, 0.56, 0.234865","-40.5, 0.0, -23.4865","40.5, 56.0, 23.5","81.0, 56.0, 46.9865",1886,,,,,
